rank,star,status,status_datetime,officer_id,trr_id
OFFICER,12152,,2015-12-27 12:12:00 AM,10361,80243
OFFICER,15840,,2015-12-27 12:28:00 AM,30152,83728
SERGEANT,1063,,2015-12-27 12:43:00 AM,4262,86936
OFFICER,17019,,2015-12-27 11:48:00 AM,15245,91503
SERGEANT,2117,,2015-12-27 12:18:00 AM,22758,76329
OFFICER,12575,,2015-12-27 11:39:00 AM,3568,87661
SERGEANT,2117,,2015-12-27 12:16:00 AM,22758,76329
SERGEANT,1063,,2015-12-27 01:11:00 AM,4262,86936
OFFICER,16054,,2015-12-27 01:04:00 AM,1377,83533
SERGEANT,1063,,2015-12-27 01:09:00 AM,4262,86936
SERGEANT,814,,2015-12-27 04:57:00 AM,22890,78807
OFFICER,16472,,2015-12-27 02:48:00 AM,13033,83614
SERGEANT,2681,,2015-12-27 02:51:00 AM,16205,80310
OFFICER,17750,,2015-12-27 03:58:00 AM,17616,92373
LIEUTENANT,172,,2015-12-27 05:00:00 AM,7039,11660
OFFICER,7610,,2015-12-27 04:46:00 AM,1227,58710
SERGEANT,814,,2015-12-27 04:57:00 AM,22890,78807
OFFICER,19752,,2015-12-27 04:48:00 AM,27148,91417
LIEUTENANT,172,,2015-12-27 05:00:00 AM,7039,11660
SERGEANT,1448,,2015-12-27 04:35:00 AM,13873,82897
SERGEANT,814,,2015-12-27 04:58:00 AM,22890,78807
OFFICER,15359,,2015-12-27 04:51:00 AM,4978,85209
SERGEANT,814,,2015-12-27 04:57:00 AM,22890,78807
OFFICER,18494,,2015-12-27 05:34:00 AM,15528,87339
SERGEANT,2121,,2015-12-27 06:06:00 AM,24612,61893
OFFICER,9427,,2015-12-27 07:20:00 AM,16079,87342
SERGEANT,1273,,2015-12-27 07:26:00 AM,25717,82783
OFFICER,13618,,2015-12-27 12:26:00 AM,9237,14851
SERGEANT,1320,,2015-12-27 12:27:00 AM,27226,4868
OFFICER,15162,,2015-12-27 04:20:00 AM,29627,86983
SERGEANT,1955,,2015-12-27 04:53:00 AM,26120,48816
OFFICER,11720,,2015-12-27 06:39:00 AM,3925,81100
OFFICER,15162,,2015-12-27 06:53:00 AM,29627,86983
SERGEANT,1955,,2015-12-27 07:05:00 AM,26120,48816
OFFICER,13432,,2015-12-27 02:48:00 AM,6867,83403
SERGEANT,1400,,2015-12-27 02:54:00 AM,6254,67953
OFFICER,17775,,2015-12-27 01:53:00 AM,8304,92714
SERGEANT,1400,,2015-12-27 02:02:00 AM,6254,67953
OFFICER,16633,,2015-12-27 10:20:00 AM,10360,96185
SERGEANT,1727,,2015-12-27 10:23:00 AM,7818,41054
SERGEANT,814,,2015-12-27 11:53:00 AM,22890,78807
OFFICER,14970,,2015-12-27 12:21:00 AM,9697,80095
CAPTAIN,93,,2015-12-27 09:53:00 AM,6224,92419
CAPTAIN,93,,2015-12-27 10:18:00 AM,6224,92419
OFFICER,13303,,2015-12-27 02:53:00 AM,26272,82798
SERGEANT,1864,,2015-12-27 02:55:00 AM,27448,87764
OFFICER,2717,,2015-12-27 02:37:00 AM,28329,80877
OFFICER,16887,,2015-12-27 02:43:00 AM,1647,80186
OFFICER,17798,,2015-12-27 03:42:00 AM,21930,87180
SERGEANT,2020,,2015-12-27 03:54:00 AM,11007,87050
CAPTAIN,93,,2015-12-27 05:43:00 AM,6224,92419
OFFICER,13296,,2015-12-27 03:50:00 AM,10262,87521
SERGEANT,2020,,2015-12-27 03:53:00 AM,11007,87050
CAPTAIN,93,,2015-12-27 05:44:00 AM,6224,92419
OFFICER,19727,,2015-12-27 07:11:00 AM,21146,92145
OFFICER,19316,,2015-12-27 07:18:00 AM,29487,85694
OFFICER,8993,,2015-12-27 08:38:00 AM,11079,81049
OFFICER,8335,,2015-12-27 08:35:00 AM,8072,87779
OFFICER,11186,,2015-12-27 02:30:00 AM,23494,81254
OFFICER,7965,,2015-12-27 02:31:00 AM,31501,90888
OFFICER,19101,,2015-12-27 02:32:00 AM,2280,91849
OFFICER,18813,,2015-12-27 02:53:00 AM,25311,85655
OFFICER,17260,,2015-12-27 02:53:00 AM,24437,95403
OFFICER,10493,,2015-12-27 06:27:00 AM,24563,92222
SERGEANT,805,,2015-12-27 06:27:00 AM,312,24901
OFFICER,9274,,2015-12-27 06:35:00 AM,20567,80244
SERGEANT,1895,,2015-12-27 06:49:00 AM,10000,26905
OFFICER,10566,,2015-12-27 06:35:00 AM,12057,91802
SERGEANT,1895,,2015-12-27 06:50:00 AM,10000,26905
OFFICER,18938,,2015-12-27 10:09:00 AM,2463,92258
OFFICER,6875,,2015-12-27 10:37:00 AM,29454,83790
OFFICER,18309,,2015-12-27 10:55:00 AM,10182,87435
SERGEANT,1120,,2015-12-27 10:59:00 AM,14691,64531
SERGEANT,2347,,2015-12-27 01:52:00 AM,28716,25188
SERGEANT,2347,,2015-12-27 01:52:00 AM,28716,25188
SERGEANT,2477,,2015-12-27 08:43:00 AM,16431,70065
LIEUTENANT,267,,2015-12-27 09:28:00 AM,5216,70024
LIEUTENANT,267,,2015-12-27 09:34:00 AM,5216,70024
OFFICER,4905,,2015-12-27 09:44:00 AM,2170,92176
OFFICER,6414,,2015-12-27 09:26:00 AM,29205,92683
OFFICER,12699,,2015-12-27 09:34:00 AM,8064,92682
SERGEANT,1727,,2015-12-27 10:14:00 AM,7818,41054
OFFICER,5288,,2015-12-27 10:26:00 AM,28476,80766
SERGEANT,1727,,2015-12-27 10:27:00 AM,7818,41054
OFFICER,17501,,2015-12-27 02:06:00 AM,15273,80279
LIEUTENANT,330,,2015-12-27 02:13:00 AM,27736,64633
OFFICER,17272,,2015-12-27 04:03:00 AM,2681,94847
SERGEANT,1955,,2015-12-27 04:04:00 AM,26120,48816
SERGEANT,2213,,2015-12-27 03:21:00 AM,29408,82849
OFFICER,16198,,2015-12-27 04:36:00 AM,24039,53174
SERGEANT,1970,,2015-12-27 04:40:00 AM,25723,83126
LIEUTENANT,361,,2015-12-27 04:43:00 AM,27504,80542
OFFICER,15290,,2015-12-27 10:09:00 AM,13288,87241
LIEUTENANT,257,,2015-12-27 03:36:00 AM,10696,24257
SERGEANT,2553,,2015-12-27 11:59:00 AM,10138,63253
OFFICER,8750,,2015-12-27 03:00:00 AM,5239,6524
SERGEANT,2032,,2015-12-27 11:38:00 AM,14767,76866
SERGEANT,2365,,2015-12-27 04:15:00 AM,31828,87613
OFFICER,13190,,2015-12-27 04:51:00 AM,21766,80866
SERGEANT,1194,,2015-12-27 06:15:00 AM,3790,91991
CAPTAIN,93,,2015-12-27 07:55:00 AM,6224,92419
OFFICER,17092,,2015-12-27 04:51:00 AM,19305,94850
SERGEANT,1194,,2015-12-27 06:14:00 AM,3790,91991
CAPTAIN,93,,2015-12-27 07:54:00 AM,6224,92419
OFFICER,12394,,2015-12-27 05:24:00 AM,9380,91943
SERGEANT,2365,,2015-12-27 06:01:00 AM,31828,87613
OFFICER,6190,,2015-12-27 06:22:00 AM,3296,79333
CAPTAIN,93,,2015-12-27 08:15:00 AM,6224,92419
OFFICER,4776,,2015-12-27 06:37:00 AM,5454,82655
SERGEANT,2117,,2015-12-27 07:02:00 AM,22758,76329
CAPTAIN,93,,2015-12-27 07:43:00 AM,6224,92419
OFFICER,17638,,2015-12-27 08:23:00 AM,6866,14272
CAPTAIN,93,,2015-12-27 08:24:00 AM,6224,92419
CAPTAIN,93,,2015-12-27 08:26:00 AM,6224,92419
OFFICER,15135,,2015-12-27 09:15:00 AM,21253,87308
OFFICER,9141,,2015-12-27 09:12:00 AM,3573,82116
OFFICER,6285,,2015-12-27 01:23:00 AM,31498,89717
OFFICER,14196,,2015-12-27 12:47:00 AM,521,64849
SERGEANT,2249,,2015-12-27 12:49:00 AM,17062,41070
OFFICER,7496,,2015-12-27 02:00:00 AM,27693,95553
OFFICER,19525,,2015-12-27 01:06:00 AM,3495,59956
SERGEANT,1120,,2015-12-27 01:07:00 AM,14691,64531
LIEUTENANT,509,,2015-12-27 01:12:00 AM,18802,6826
OFFICER,7698,,2015-12-27 01:18:00 AM,14183,87110
OFFICER,7043,,2015-12-27 09:56:00 AM,14969,80801
SERGEANT,1834,,2015-12-27 09:56:00 AM,12040,4666
LIEUTENANT,766,,2015-12-27 10:04:00 AM,26556,77164
OFFICER,12607,,2015-12-27 09:39:00 AM,13746,88000
SERGEANT,1834,,2015-12-27 09:42:00 AM,12040,4666
LIEUTENANT,766,,2015-12-27 10:02:00 AM,26556,77164
SERGEANT,1892,,2015-12-27 09:36:00 AM,25559,74992
LIEUTENANT,560,,2015-12-27 11:53:00 AM,4118,80079
OFFICER,16878,,2015-12-27 09:33:00 AM,6114,80117
LIEUTENANT,560,,2015-12-27 11:55:00 AM,4118,80079
OFFICER,15351,,2015-12-27 09:45:00 AM,7720,96427
LIEUTENANT,560,,2015-12-27 11:57:00 AM,4118,80079
OFFICER,5899,,2015-12-27 08:45:00 AM,30197,87170
OFFICER,8338,,2015-12-27 10:16:00 AM,13393,57336
OFFICER,19040,,2015-12-27 10:24:00 AM,1507,80438
LIEUTENANT,423,,2015-12-27 10:20:00 AM,4245,78454
LIEUTENANT,423,,2015-12-27 10:18:00 AM,4245,78454
OFFICER,7931,,2015-12-27 01:12:00 AM,29256,13470
SERGEANT,2032,,2015-12-27 01:15:00 AM,14767,76866
SERGEANT,820,,2015-12-27 05:51:00 AM,23531,13696
SERGEANT,1826,,2015-12-27 05:55:00 AM,14480,82823
OFFICER,11349,,2015-12-27 03:35:00 AM,21639,86911
LIEUTENANT,323,,2015-12-27 04:32:00 AM,24248,7767
OFFICER,7229,,2015-12-27 04:27:00 AM,4103,54177
LIEUTENANT,199,,2015-12-27 05:51:00 AM,14630,13289
OFFICER,15598,,2015-12-27 05:24:00 AM,31809,59698
LIEUTENANT,199,,2015-12-27 05:53:00 AM,14630,13289
OFFICER,9748,,2015-12-27 04:57:00 AM,21455,80185
LIEUTENANT,199,,2015-12-27 05:55:00 AM,14630,13289
OFFICER,11430,,2015-12-27 06:10:00 AM,24695,63156
OFFICER,4190,,2015-12-27 06:08:00 AM,22946,91856
OFFICER,16614,,2015-12-27 07:14:00 AM,5532,82792
OFFICER,16426,,2015-12-27 07:23:00 AM,4806,83472
SERGEANT,2287,,2015-12-27 07:24:00 AM,22229,95422
OFFICER,18709,,2015-12-27 08:15:00 AM,22868,70280
SERGEANT,2287,,2015-12-27 08:17:00 AM,22229,95422
OFFICER,11507,,2015-12-27 11:21:00 AM,31394,14495
SERGEANT,1543,,2015-12-27 11:25:00 AM,3785,83966
OFFICER,7271,,2015-12-27 11:55:00 AM,15459,93071
LIEUTENANT,172,,2015-12-27 01:14:00 AM,7039,11660
LIEUTENANT,172,,2015-12-27 01:14:00 AM,7039,11660
OFFICER,18814,,2015-12-27 01:26:00 AM,21971,93075
SERGEANT,2367,,2015-12-27 01:40:00 AM,4381,83399
SERGEANT,2367,,2015-12-27 02:28:00 AM,4381,83399
OFFICER,19643,,2015-12-27 01:51:00 AM,19195,95127
SERGEANT,2367,,2015-12-27 02:29:00 AM,4381,83399
SERGEANT,2367,,2015-12-27 03:44:00 AM,4381,83399
OFFICER,11042,,2015-12-27 03:12:00 AM,23150,92232
SERGEANT,2367,,2015-12-27 03:18:00 AM,4381,83399
SERGEANT,2057,,2015-12-27 04:02:00 AM,13933,91961
SERGEANT,2057,,2015-12-27 03:59:00 AM,13933,91961
SERGEANT,2057,,2015-12-27 03:57:00 AM,13933,91961
OFFICER,6212,,2015-12-27 01:49:00 AM,13456,87474
OFFICER,6508,,2015-12-27 01:48:00 AM,10203,87106
LIEUTENANT,537,,2015-12-27 05:07:00 AM,21309,80370
OFFICER,19142,,2015-12-27 05:22:00 AM,25221,76384
SERGEANT,2020,,2015-12-27 05:25:00 AM,11007,87050
SERGEANT,1003,,2015-12-27 05:42:00 AM,18679,23373
SERGEANT,1836,,2015-12-27 08:23:00 AM,3017,83665
OFFICER,19174,,2015-12-27 11:09:00 AM,20962,87643
SERGEANT,2347,,2015-12-27 11:10:00 AM,28716,25188
OFFICER,13973,,2015-12-27 10:30:00 AM,2069,95552
OFFICER,5813,,2015-12-27 08:29:00 AM,22564,95332
SERGEANT,1986,,2015-12-27 09:36:00 AM,21221,87199
SERGEANT,1730,,2015-12-27 11:01:00 AM,29833,5105
SERGEANT,1675,,2015-12-27 11:36:00 AM,29795,12841
OFFICER,8230,,2015-12-27 07:03:00 AM,17332,86697
SERGEANT,1675,,2015-12-27 03:45:00 AM,29795,12841
SERGEANT,1675,,2015-12-27 11:35:00 AM,29795,12841
OFFICER,15498,,2015-12-27 05:06:00 AM,8690,92233
OFFICER,17660,,2015-12-27 07:19:00 AM,15998,80399
OFFICER,17956,,2015-12-27 07:10:00 AM,492,83615
OFFICER,19173,,2015-12-27 05:26:00 AM,31946,83486
OFFICER,4634,,2015-12-27 05:27:00 AM,32009,24540
OFFICER,11111,,2015-12-27 06:15:00 AM,31992,40913
OFFICER,17673,,2015-12-27 06:18:00 AM,15,82802
OFFICER,9384,,2015-12-27 06:53:00 AM,31821,80929
LIEUTENANT,556,,2015-12-27 05:58:00 AM,24562,2935
SERGEANT,856,,2015-12-27 06:09:00 AM,32375,81047
OFFICER,19316,,2015-12-27 06:26:00 AM,29487,85694
OFFICER,18562,,2015-12-27 12:02:00 AM,21070,96372
SERGEANT,2490,,2015-12-27 09:36:00 AM,28779,26240
OFFICER,19727,,2015-12-27 09:44:00 AM,21146,92145
OFFICER,12415,,2015-12-27 10:54:00 AM,20481,4797
OFFICER,12710,,2015-12-27 04:01:00 AM,4872,82959
SERGEANT,814,,2015-12-27 04:03:00 AM,22890,78807
OFFICER,9933,,2015-12-27 04:22:00 AM,20038,80546
SERGEANT,2312,,2015-12-27 04:37:00 AM,5390,6802
OFFICER,16455,,2015-12-27 03:21:00 AM,17510,95016
SERGEANT,814,,2015-12-27 03:56:00 AM,22890,78807
OFFICER,3696,,2015-12-27 04:38:00 AM,1434,87502
SERGEANT,2312,,2015-12-27 04:39:00 AM,5390,6802
OFFICER,15475,,2015-12-27 01:01:00 AM,15987,82742
SERGEANT,2523,,2015-12-27 01:01:00 AM,9674,14109
OFFICER,14740,,2015-12-27 12:49:00 AM,24754,93078
SERGEANT,2523,,2015-12-27 12:59:00 AM,9674,14109
SERGEANT,806,,2015-12-27 01:50:00 AM,1423,83620
SERGEANT,1935,,2015-12-27 04:38:00 AM,22540,83857
OFFICER,10360,,2015-12-27 12:07:00 AM,8479,86833
SERGEANT,1935,,2015-12-27 01:00:00 AM,22540,83857
OFFICER,10375,,2015-12-27 03:57:00 AM,15758,58039
SERGEANT,1935,,2015-12-27 03:58:00 AM,22540,83857
OFFICER,4831,,2015-12-27 10:07:00 AM,32023,59645
SERGEANT,2295,,2015-12-27 10:26:00 AM,8022,63563
SERGEANT,1486,,2015-12-27 08:28:00 AM,32067,4758
OFFICER,5491,,2015-12-27 12:17:00 AM,19519,80756
OFFICER,15210,,2015-12-27 12:25:00 AM,9472,80757
OFFICER,18494,,2015-12-27 01:08:00 AM,15528,87339
OFFICER,9427,,2015-12-27 01:12:00 AM,16079,87342
OFFICER,12748,,2015-12-27 03:32:00 AM,4581,86738
SERGEANT,1834,,2015-12-27 03:32:00 AM,12040,4666
OFFICER,12077,,2015-12-27 03:29:00 AM,15697,62416
SERGEANT,1834,,2015-12-27 03:33:00 AM,12040,4666
OFFICER,12531,,2015-12-27 06:04:00 AM,25789,92196
SERGEANT,1429,,2015-12-27 06:05:00 AM,2527,92841
OFFICER,17933,,2015-12-27 05:48:00 AM,24120,87464
SERGEANT,1429,,2015-12-27 06:00:00 AM,2527,92841
SERGEANT,1515,,2015-12-27 07:46:00 AM,4654,91782
SERGEANT,1515,,2015-12-27 07:51:00 AM,4654,91782
SERGEANT,1515,,2015-12-27 07:52:00 AM,4654,91782
OFFICER,19262,,2015-12-27 11:47:00 AM,4463,67787
SERGEANT,1273,,2015-12-27 03:23:00 AM,25717,82783
SERGEANT,2252,,2015-12-27 03:36:00 AM,15197,40409
LIEUTENANT,267,,2015-12-27 05:55:00 AM,5216,70024
OFFICER,17501,,2015-12-27 05:42:00 AM,15273,80279
SERGEANT,974,,2015-12-27 05:50:00 AM,25578,87092
OFFICER,7158,,2015-12-27 09:24:00 AM,20185,46103
SERGEANT,1913,,2015-12-27 09:27:00 AM,1582,39197
OFFICER,17588,,2015-12-27 09:51:00 AM,21253,87308
OFFICER,11332,,2015-12-27 09:29:00 AM,5221,83103
SERGEANT,1522,,2015-12-27 09:45:00 AM,21098,86631
OFFICER,4599,,2015-12-27 09:46:00 AM,6855,82988
OFFICER,6543,,2015-12-27 09:58:00 AM,8563,59643
SERGEANT,1913,,2015-12-27 10:04:00 AM,1582,39197
OFFICER,13226,,2015-12-27 11:01:00 AM,14282,24341
SERGEANT,1985,,2015-12-27 11:03:00 AM,7098,7722
OFFICER,19409,,2015-12-27 11:33:00 AM,3466,88062
SERGEANT,1068,,2015-12-27 11:43:00 AM,4636,79015
LIEUTENANT,486,,2015-12-27 12:32:00 AM,30029,6918
OFFICER,18241,,2015-12-27 11:53:00 AM,14240,95632
SERGEANT,1068,,2015-12-27 11:55:00 AM,4636,79015
LIEUTENANT,486,,2015-12-27 12:30:00 AM,30029,6918
OFFICER,12218,,2015-12-27 11:47:00 AM,29564,15585
OFFICER,5711,,2015-12-27 01:18:00 AM,31552,49180
SERGEANT,1985,,2015-12-27 01:21:00 AM,7098,7722
OFFICER,16336,,2015-12-27 12:42:00 AM,9709,89735
SERGEANT,1828,,2015-12-27 12:44:00 AM,13220,78780
LIEUTENANT,199,,2015-12-27 12:45:00 AM,14630,13289
OFFICER,3808,,2015-12-27 12:26:00 AM,24128,93039
OFFICER,15892,,2015-12-27 01:23:00 AM,2570,80651
SERGEANT,1985,,2015-12-27 01:30:00 AM,7098,7722
OFFICER,15024,,2015-12-27 01:03:00 AM,6649,24852
OFFICER,4461,,2015-12-27 03:35:00 AM,8788,80854
OFFICER,9942,,2015-12-27 04:23:00 AM,8248,80080
OFFICER,12989,,2015-12-27 04:00:00 AM,10316,80857
OFFICER,4594,,2015-12-27 05:03:00 AM,23340,87616
SERGEANT,2202,,2015-12-27 05:17:00 AM,13079,83500
OFFICER,17195,,2015-12-27 05:39:00 AM,30053,92940
SERGEANT,1060,,2015-12-27 06:13:00 AM,448,57515
OFFICER,17618,,2015-12-27 06:24:00 AM,31374,95779
SERGEANT,1060,,2015-12-27 06:29:00 AM,448,57515
OFFICER,19142,,2015-12-27 01:19:00 AM,25221,76384
SERGEANT,2020,,2015-12-27 01:29:00 AM,11007,87050
CAPTAIN,93,,2015-12-27 07:23:00 AM,6224,92419
OFFICER,16028,,2015-12-27 03:05:00 AM,6541,80238
SERGEANT,1524,,2015-12-27 03:17:00 AM,11372,86670
OFFICER,19362,,2015-12-27 03:21:00 AM,16320,96338
SERGEANT,1815,,2015-12-27 04:14:00 AM,14061,7765
OFFICER,8341,,2015-12-27 04:42:00 AM,24059,83075
OFFICER,6269,,2015-12-27 04:13:00 AM,2022,83795
SERGEANT,1986,,2015-12-27 04:18:00 AM,21221,87199
OFFICER,3546,,2015-12-27 05:10:00 AM,31439,87127
SERGEANT,2594,,2015-12-27 05:12:00 AM,24572,80888
OFFICER,19392,,2015-12-27 05:35:00 AM,19799,58658
SERGEANT,885,,2015-12-27 07:28:00 AM,16337,23679
SERGEANT,2164,,2015-12-27 08:37:00 AM,23817,14117
SERGEANT,1970,,2015-12-27 10:14:00 AM,25723,83126
LIEUTENANT,234,,2015-12-27 10:50:00 AM,24844,86724
OFFICER,3818,,2015-12-27 09:23:00 AM,5531,5591
SERGEANT,1399,,2015-12-27 09:25:00 AM,9807,63249
LIEUTENANT,307,,2015-12-27 09:44:00 AM,13415,83613
OFFICER,9670,,2015-12-27 12:51:00 AM,2694,91645
OFFICER,19896,,2015-12-27 01:02:00 AM,14059,24407
SERGEANT,1841,,2015-12-27 01:18:00 AM,9309,81107
SERGEANT,1841,,2015-12-27 01:18:00 AM,9309,81107
OFFICER,5088,,2015-12-27 04:08:00 AM,20196,87303
SERGEANT,2290,,2015-12-27 04:09:00 AM,23795,25127
OFFICER,11139,,2015-12-27 03:57:00 AM,12085,65485
SERGEANT,2290,,2015-12-27 03:58:00 AM,23795,25127
OFFICER,4656,,2015-12-27 03:50:00 AM,5645,83460
OFFICER,17825,,2015-12-27 04:04:00 AM,13314,60025
SERGEANT,2211,,2015-12-27 04:08:00 AM,11220,48762
LIEUTENANT,361,,2015-12-27 12:17:00 AM,27504,80542
SERGEANT,2548,,2015-12-27 12:18:00 AM,12977,80860
OFFICER,18696,,2015-12-27 12:42:00 AM,10145,31889
SERGEANT,2548,,2015-12-27 12:54:00 AM,12977,80860
LIEUTENANT,361,,2015-12-27 12:59:00 AM,27504,80542
SERGEANT,2334,,2015-12-27 12:50:00 AM,31411,80175
SERGEANT,2548,,2015-12-27 12:56:00 AM,12977,80860
LIEUTENANT,361,,2015-12-27 01:01:00 AM,27504,80542
OFFICER,17798,,2015-12-27 01:24:00 AM,21930,87180
SERGEANT,2020,,2015-12-27 01:30:00 AM,11007,87050
LIEUTENANT,625,,2015-12-27 04:16:00 AM,5739,4897
OFFICER,8238,,2015-12-27 03:46:00 AM,16034,32394
LIEUTENANT,625,,2015-12-27 04:17:00 AM,5739,4897
OFFICER,19774,,2015-12-27 04:27:00 AM,27026,76939
LIEUTENANT,361,,2015-12-27 04:30:00 AM,27504,80542
LIEUTENANT,361,,2015-12-27 04:32:00 AM,27504,80542
OFFICER,3764,,2015-12-27 10:41:00 AM,5925,80203
SERGEANT,2174,,2015-12-27 11:33:00 AM,210,80523
SERGEANT,2174,,2015-12-27 11:34:00 AM,210,80523
OFFICER,18560,,2015-12-27 12:10:00 AM,6681,91558
OFFICER,13067,,2015-12-27 12:06:00 AM,28776,80595
OFFICER,14029,,2015-12-27 01:09:00 AM,11021,4530
SERGEANT,1298,,2015-12-27 01:13:00 AM,25788,86567
OFFICER,16181,,2015-12-27 01:15:00 AM,26859,80256
OFFICER,19608,,2015-12-27 01:20:00 AM,16838,87843
LIEUTENANT,486,,2015-12-27 01:44:00 AM,30029,6918
OFFICER,13599,,2015-12-27 01:20:00 AM,25718,86512
LIEUTENANT,486,,2015-12-27 01:43:00 AM,30029,6918
SERGEANT,1741,,2015-12-27 02:52:00 AM,2113,5026
LIEUTENANT,307,,2015-12-27 02:54:00 AM,13415,83613
LIEUTENANT,307,,2015-12-27 03:00:00 AM,13415,83613
SERGEANT,1673,,2015-12-27 01:46:00 AM,3761,14523
LIEUTENANT,307,,2015-12-27 02:47:00 AM,13415,83613
LIEUTENANT,307,,2015-12-27 02:47:00 AM,13415,83613
OFFICER,15202,,2015-12-27 01:44:00 AM,4638,7587
LIEUTENANT,307,,2015-12-27 02:36:00 AM,13415,83613
LIEUTENANT,307,,2015-12-27 02:36:00 AM,13415,83613
LIEUTENANT,307,,2015-12-27 02:34:00 AM,13415,83613
LIEUTENANT,307,,2015-12-27 02:35:00 AM,13415,83613
OFFICER,18781,,2015-12-27 01:53:00 AM,4397,75977
LIEUTENANT,307,,2015-12-27 02:27:00 AM,13415,83613
LIEUTENANT,307,,2015-12-27 02:30:00 AM,13415,83613
OFFICER,16999,,2015-12-27 02:44:00 AM,20057,4646
LIEUTENANT,307,,2015-12-27 02:45:00 AM,13415,83613
LIEUTENANT,307,,2015-12-27 02:45:00 AM,13415,83613
OFFICER,5069,,2015-12-27 08:19:00 AM,13673,92914
SERGEANT,2601,,2015-12-27 08:25:00 AM,7009,6683
SERGEANT,2601,,2015-12-27 08:26:00 AM,7009,6683
OFFICER,16887,,2015-12-27 01:37:00 AM,1647,80186
LIEUTENANT,323,,2015-12-27 04:12:00 AM,24248,7767
LIEUTENANT,323,,2015-12-27 04:13:00 AM,24248,7767
SERGEANT,1741,,2015-12-27 04:49:00 AM,2113,5026
SERGEANT,1741,,2015-12-27 04:47:00 AM,2113,5026
OFFICER,15182,,2015-12-27 03:48:00 AM,3852,92998
LIEUTENANT,234,,2015-12-27 05:01:00 AM,24844,86724
LIEUTENANT,234,,2015-12-27 05:06:00 AM,24844,86724
OFFICER,16819,,2015-12-27 08:20:00 AM,20433,80641
SERGEANT,2017,,2015-12-27 08:23:00 AM,31199,95528
LIEUTENANT,672,,2015-12-27 08:33:00 AM,4294,8907
OFFICER,11931,,2015-12-27 07:36:00 AM,19968,96043
LIEUTENANT,307,,2015-12-27 07:38:00 AM,13415,83613
LIEUTENANT,307,,2015-12-27 07:45:00 AM,13415,83613
OFFICER,16413,,2015-12-27 07:40:00 AM,16849,90607
LIEUTENANT,307,,2015-12-27 07:52:00 AM,13415,83613
LIEUTENANT,307,,2015-12-27 07:54:00 AM,13415,83613
OFFICER,19363,,2015-12-27 12:08:00 AM,16448,53039
SERGEANT,2439,,2015-12-27 12:12:00 AM,14293,25563
OFFICER,7999,,2015-12-27 12:03:00 AM,23414,94959
SERGEANT,2439,,2015-12-27 12:13:00 AM,14293,25563
SERGEANT,2439,,2015-12-27 12:13:00 AM,14293,25563
OFFICER,7011,,2015-12-27 12:27:00 AM,26357,87122
OFFICER,11332,,2015-12-27 03:05:00 AM,5221,83103
SERGEANT,1646,,2015-12-27 03:51:00 AM,23205,80605
OFFICER,19711,,2015-12-27 04:53:00 AM,19838,40945
OFFICER,12640,,2015-12-27 03:44:00 AM,25273,4962
OFFICER,10296,,2015-12-27 04:50:00 AM,1744,24405
OFFICER,19898,,2015-12-27 02:26:00 AM,28748,28494
OFFICER,8302,,2015-12-27 02:24:00 AM,14492,70787
OFFICER,7681,,2015-12-27 10:39:00 AM,27151,5150
SERGEANT,1141,,2015-12-27 10:42:00 AM,23703,83630
OFFICER,4831,,2015-12-27 11:42:00 AM,32023,59645
SERGEANT,1524,,2015-12-27 12:22:00 AM,11372,86670
OFFICER,14254,,2015-12-27 01:06:00 AM,209,80049
SERGEANT,1524,,2015-12-27 01:09:00 AM,11372,86670
SERGEANT,1524,,2015-12-27 01:28:00 AM,11372,86670
SERGEANT,1524,,2015-12-27 02:21:00 AM,11372,86670
OFFICER,7709,,2015-12-27 02:21:00 AM,14859,91603
SERGEANT,1524,,2015-12-27 02:24:00 AM,11372,86670
OFFICER,6629,,2015-12-27 02:22:00 AM,17887,56206
SERGEANT,1524,,2015-12-27 02:24:00 AM,11372,86670
OFFICER,9258,,2015-12-27 01:49:00 AM,5991,80666
SERGEANT,1522,,2015-12-27 02:09:00 AM,21098,86631
OFFICER,17294,,2015-12-27 01:50:00 AM,7100,80930
SERGEANT,1522,,2015-12-27 02:08:00 AM,21098,86631
OFFICER,8179,,2015-12-27 01:50:00 AM,18773,67327
SERGEANT,1522,,2015-12-27 02:07:00 AM,21098,86631
OFFICER,15937,,2015-12-27 06:00:00 AM,1283,87181
OFFICER,17305,,2015-12-27 07:11:00 AM,8799,25897
OFFICER,15911,,2015-12-27 12:00:00 AM,11091,91017
SERGEANT,2605,,2015-12-27 12:04:00 AM,31144,5132
OFFICER,14209,,2015-12-27 12:13:00 AM,29609,83455
OFFICER,14620,,2015-12-27 01:59:00 AM,25518,92323
SERGEANT,1400,,2015-12-27 02:20:00 AM,6254,67953
OFFICER,6769,,2015-12-27 02:20:00 AM,1257,87420
OFFICER,6769,,2015-12-27 03:32:00 AM,1257,87420
OFFICER,15477,,2015-12-27 04:06:00 AM,14674,80121
SERGEANT,1424,,2015-12-27 04:10:00 AM,1,80382
LIEUTENANT,486,,2015-12-27 04:41:00 AM,30029,6918
OFFICER,17159,,2015-12-27 04:48:00 AM,5101,95781
SERGEANT,1515,,2015-12-27 05:07:00 AM,4654,91782
OFFICER,11287,,2015-12-27 05:09:00 AM,464,82671
SERGEANT,1515,,2015-12-27 05:11:00 AM,4654,91782
